Dialect,序號,詞目,詞性,詞目索引,音讀,音讀（符號）,PFS,PFS輸入式,方言點,釋義,例句,相似詞,相反詞,對應音檔名稱
南四縣腔,11779,人,名, ,ngin11,nginˇ,ngìn,ngin2,,1.具有高度智慧和靈性的高等動物，能運用語言進行思維，並能製造及使用工具以從事勞動。　2.指他人、別人。己的對稱。　3.大家、每人。　4.某種類型、身分的人。　5.指說話人，即自己。　,"例：人類。
例：人家小姐都講無關係，你還講恁多做麼个？(（人家小姐都說沒關係，你還說那麼多做什麼？）)
例：人手一本。
例：軍人。
例：自家个書毋用，愛拿人个。(（自己的書不用，要拿我的。）)", , ,hk0000009541-1-6　
南四縣腔,11780,人海,名, ,ngin11 hoi31,nginˇ hoiˋ,ngìn-hói,ngin2-hoi3,,1.形容人數很多。　2.比喻世俗人生。　,"例：一到放尞日，動物園總係人山人海。(（一到假日，動物園總是人山人海。）)
例：歷經人海浮沉，佢已經毋會眷戀世俗了。(（歷經人海浮沉，他已不會眷戀世俗了。）)", , ,hk0000009547-1-6　
南四縣腔,11781,人面,名, ,ngin11 mien55,nginˇ mien,ngìn-mien,ngin2-mien4,,1.人的臉面。　2.人與人之間的情誼、情面。　,"例：斷烏了，暗到人面都看毋著了。(（天黑了，暗到人的臉都看不到了。）)
例：人面闊，人緣好，事事就會較順心。(（交情廣闊，人緣好，事事就會比較順心。）)", , ,hk0000009551-1-6　
南四縣腔,11782,人參, , ,ngin11 sem24,nginˇ semˊ,ngìn-sêm,ngin2-sem1,,植物名。因主根肥大，形狀像人而得名。根和葉都可入藥，有滋補作用。種類繁多，以野生品種最為珍貴。我國東北、韓國、美國、日本為著名產地。其色紅者稱為「血參」。其根亦稱為「人蔘」，味甘，微苦。有補血、強壯、利尿、鎮靜、驅風及使中樞興奮的功效。或作「人蔘」、「玉精」。　,, , ,hk0000009553-1-6　
南四縣腔,11783,人山人海,形, ,ngin11 san24 ngin11 hoi31,nginˇ sanˊ nginˇ hoiˋ,ngìn-sân-ngìn-hói,ngin2-san1-ngin2-hoi3,,形容有非常多的人聚集在一起的樣子。　,例：一般來講，有明星出現个所在，總係人山人海。(（通常有明星出現的地方，總是人山人海。）),人千人萬, ,hk0000009561-1-6　
南四縣腔,11784,人為財死,諺, ,ngin11 vi55 coi11 xi31,nginˇ vi coiˇ xiˋ,ngìn-vi-chhòi-sí,ngin2-vi4-chhoi2-si3,,人為了謀取錢財而不惜犧牲生命。　,例：人為財死，鳥為食亡，這係自古名言。(（人為財死，鳥為食亡，這是自古名言。）), , ,hk0000009562-1-6　
南四縣腔,11785,人心隔肚皮,諺, ,ngin11 xim24 gag2 du31 pi11,nginˇ ximˊ gagˋ duˋ piˇ,ngìn sîm kak tú phì,ngin2 sim1 kak6 tu3 phi2,,人的心臟隔著一層肚皮而無法窺視。比喻別人的心思很難揣測。　,例：正經係人心隔肚皮！看佢平常時恁老實，想毋著嗄會去做違法个事。(（真是人心難測！看他平時很老實，想不到竟會去做違法的事。）),人心難隔水難量, ,hk0000009563-1-6　
南四縣腔,11786,人靚毋當命靚,諺, ,ngin11 jiang24 m11 dong55 miang55 jiang24,nginˇ jiangˊ mˇ dong miang jiangˊ,ngìn chiâng m̀ tong miang chiâng,ngin2 chiang1 m2 tong4 miang4 chiang1,,人長得漂亮還不如命運好。多用以嘆息美女的命運通常不佳。　,例：自古以來紅顏薄命，人靚毋當命靚，故所外形平凡顛倒係一種福氣。(（自古以來紅顏薄命，人長得漂亮不如命好，所以長相平凡反而是種福氣。）), , ,hk0000009564-1-6　
南四縣腔,11787,人吂到，聲先到,諺, ,ngin11 mang11 do55，sang24 xien24 do55,nginˇ mangˇ do，sangˊ xienˊ do,ngìn màng to，sâng siên to,ngin2 mang2 to4，sang1 sien1 to4,,1.聲音很大。　2.很愛說話。　,"例：叔公聲胲當大，逐擺人吂到，聲先到，遠遠就做得聽著佢个聲了。(（叔公嗓門很大，每次人未到，聲先到，遠遠就能聽到他的聲音了。）)
例：佢平常時就人吂到，聲先到，做得算係一個多嘴嫲。(（她平時就很愛說話，可以算是個長舌婦。）)", , ,hk0000009566-1-6　
南四縣腔,11788,人情好，食水甜,諺, ,ngin11 qin11 ho31，siid5 sui31 tiam11,nginˇ qinˇ hoˋ，siid suiˋ tiamˇ,ngìn chhìn hó，sṳ̍t súi thiàm,ngin2 chhin2 ho3，siit5 sui3 thiam2,,當感情很好時，就是吃無味的水也會覺得甜。意在說兩人感情好時，會美化對方；若感情變壞時，會醜化對方。　,例：佢倆儕當談戀愛个時節，就講佢仰般好，講到會企起來；這下兩儕鬧翻了，就講佢仰般壞，嫌到臭屎，正經係人情好，食水甜；人情淡，酒變酸。(（他兩人正在談戀愛的時候，就說對方怎麼的好，說得美極了；現在兩人鬧翻了，就說對方怎麼的壞，說得一文不值，真是人情好，吃水也甜；人情變壞，連醇酒也變酸。）), , ,　
南四縣腔,11789,人會算，天會斷,諺, ,ngin11 voi55 son55，tien24 voi55 don55,nginˇ voi son，tienˊ voi don,ngìn voi son，thiên voi ton,ngin2 voi4 son4，thien1 voi4 ton4,,人再怎麼精明，也不能做違背天理的事，否則會遭天譴。比喻天意已定，人無法自作安排。　,例：為著準備公費留學个考試，佢煞猛打拚恁多日，嗄在考試該日發病，正經係人會算，天會斷。(（為了準備公費留學的考試，他努力打拚了很多天，竟在考試那天生病，真是人算不如天算。）), , ,hk0000009568-1-6　
南四縣腔,11790,人心不足蛇吞象,諺, ,ngin11 xim24 bud2 jiug2 sa11 tun24 xiong55,nginˇ ximˊ budˋ jiugˋ saˇ tunˊ xiong,ngìn sîm put chiuk sà thûn siong,ngin2 sim1 put6 chiuk6 sa2 thun1 siong4,,形容人的貪心如同蛇要吞象一般。比喻人心的貪婪無度，永不滿足。　,例：愛好又好，有酒又嫌無糟，正實係人心不足蛇吞象。(（要好又要更好，有了酒還要怨沒有酒糟，真的是人心不足蛇吞象。）), , ,hk0000009569-1-6　
南四縣腔,11791,人心難測水難量,諺, ,ngin11 xim24 nan11 zed2 sui31 nan11 liong11,nginˇ ximˊ nanˇ zedˋ suiˋ nanˇ liongˇ,ngìn sîm nàn chet súi nàn liòng,ngin2 sim1 nan2 chet6 sui3 nan2 liong2,,人心不好的一面難以阻絕，猶如水難量測一般。喻人的心思難以探測，即「知人知面不知心」。　,例：雖然講人心難測水難量，毋過只愛自家心正，就毋使驚別人來陷害。(（雖然說知人知面不知心，不過只要自己心正，就不用怕別人來陷害。）),人心隔肚皮, ,　
南四縣腔,11792,人係生成，鬼係話成,諺, ,ngin11 he55 sang24 sang11，gui31 he55 fa55 sang11,nginˇ he sangˊ sangˇ，guiˋ he fa sangˇ,ngìn he sâng sàng，kúi he fa sàng,ngin2 he4 sang1 sang2，kui3 he4 fa4 sang2,,人是生成的，而鬼是說成的。意謂原本沒有的東西或事情，說多了，也就像是真的有了。　,例：俗話講：「人係生成，鬼係話成。」話人講話愛有證據，謠言講多了，無影乜會變有影。(（俗話說：「人是生成，鬼是話成。」勸人說話要有證據，謠言說多了，不實的事也會變真的。）), , ,　
南四縣腔,11793,人有相像，物有相同,諺, ,ngin11 iu24 xiong24 qiong55，vud5 iu24 xiong24 tung11,nginˇ iuˊ xiongˊ qiong，vud iuˊ xiongˊ tungˇ,ngìn yû siông chhiong，vu̍t yû siông thùng,ngin2 yu1 siong1 chhiong4，vut5 yu1 siong1 thung2,,人不論相貌、體型或心思總會有相像的地方，就好比物品有時也會長得一樣。意在強調別認錯了人和物。　,例：無證無據，毋好儘採賴人做賊。(（沒有證據，不可隨便誣賴人是賊。人有相像，物有相同，看到像就說是，是很失禮的事。）), , ,　
南四縣腔,11794,人窮力出，山崩石出,諺, ,ngin11 kiung11 lid5 cud2，san24 ben24 sag5 cud2,nginˇ kiungˇ lid cudˋ，sanˊ benˊ sag cudˋ,ngìn khiùng li̍t chhut，sân pên sa̍k chhut,ngin2 khiung2 lit5 chhut6，san1 pen1 sak5 chhut6,,人到了窮困的時候，才會努力工作；當賣力起來的時候，連山也會崩，石頭都可以挖出來。這是說，人到經過窮困，才會發揮他的潛能，人的潛能，有意想不到的力量。猶如說「文窮而後工」。　,例：𫣆人生活毋好忒享豐，生活忒好，會失忒謀生个能力，只有人窮，正會去打拚，正會有成果，人講「人窮力出，山崩石出」！(（我們的生活不要太享受，生活太好，會失去謀生的能力，人只有在窮困時，才會去打拚，才會有成果，正所謂：人要經過窮困，才會發揮潛能！）),人窮力出，山崩石㪐, ,hk0000009573-1-6　
南四縣腔,11795,人窮志短，馬瘦毛長,諺, ,ngin11 kiung11 zii55 don31，ma24 ceu55 mo24 cong11,nginˇ kiungˇ zii donˋ，maˊ ceu moˊ congˇ,ngìn khiùng chṳ tón，mâ chheu mô chhòng,ngin2 khiung2 chii4 ton3，ma1 chheu4 mo1 chhong2,,人處於貧窮困苦之時，很容易只顧眼前而喪失了遠大的志向。喻不爭氣。　,例：佢頭擺係大公司个董事長，因為頭路失敗，這下投靠親戚，「人窮志短，馬瘦毛長」，不得不來求人。(（他以前是大公司的董事長，因為生意失敗，現在投靠親戚，「人窮志短，馬瘦毛長」不得不求於人。）), , ,hk0000009574-1-6　
南四縣腔,11796,人毋成人，鬼毋成鬼,諺, ,ngin11 m11 sang11 ngin11，gui31 m11 sang11 gui31,nginˇ mˇ sangˇ nginˇ，guiˋ mˇ sangˇ guiˋ,ngìn m̀ sàng ngìn，kúi m̀ sàng kúi,ngin2 m2 sang2 ngin2，kui3 m2 sang2 kui3,,形容人長相醜陋、打扮怪異或在窮困的環境中備受折磨、很落魄的景況。　,例：你恁久看起來當無精神，人毋成人，鬼毋成鬼，到底係仰仔呢？(（你最近看起來很沒精神，人不像人，鬼不像鬼，到底是怎麼了呢？）), , ,hk0000009575-1-6　
南四縣腔,11797,人愛長交，數愛短結,諺, ,ngin11 oi55 cong11 gau24，sii55 oi55 don31 giad2,nginˇ oi congˇ gauˊ，sii oi donˋ giadˋ,ngìn oi chhòng kâu，sṳ oi tón kiat,ngin2 oi4 chhong2 kau1，sii4 oi4 ton3 kiat6,,意謂人與人之間的感情要能長長久久，但經濟上的往來卻須及時處理清楚。　,例：人愛長交，數愛短結，同朋友交往最好錢銀愛清楚，恁樣友誼正會久久長長。(（人要長交，數要短結，和朋友交往最好金錢要清楚，這樣友誼才會久久長長。）), , ,hk0000009576-1-6　
南四縣腔,11798,人愛靈通，火愛窿空,諺, ,ngin11 oi55 lin11 tung24，fo31 oi55 lung11 kung24,nginˇ oi linˇ tungˊ，foˋ oi lungˇ kungˊ,ngìn oi lìn thûng，fó oi lùng khûng,ngin2 oi4 lin2 thung1，fo3 oi4 lung2 khung1,,一個人的頭腦要靈活才能發揮聰明才智，猶如火要通風，爐火才會興旺一樣。喻人要知變通，不可固執。　,例：人啊，處理事情毋好恁固執，人講「人愛靈通，火愛窿空」，恁樣事情正會圓滿。(（人啊，處理事情不要那麼固執，常人說，人要靈通，火要通風。要知變通，這樣事情才會圓滿。）), , ,hk0000009577-1-6　
南四縣腔,11799,人平不語，水平不流,諺, ,ngin11 pin11 bud2 ngi24 sui31 pin11 bud2 liu11,nginˇ pinˇ budˋ ngiˊ suiˋ pinˇ budˋ liuˇ,ngìn phìn put ngî súi phìn put liù,ngin2 phin2 put6 ngi1 sui3 phin2 put6 liu2,,喻凡事要公平，公平則人不說閒話，猶如水至平，則不再流動。　,例：這佢處理該件事情毋公平，引起大家个不滿，人講「人平不語，水平不流」。(（這次他處理那件事情不公平，引起大家的不滿，常人說人平不語，水平不流。）), , ,　
南四縣腔,11800,人同人好，鬼同鬼好,諺, ,ngin11 tung11 ngin11 ho31，gui31 tung11 gui31 ho31,nginˇ tungˇ nginˇ hoˋ，guiˋ tungˇ guiˋ hoˋ,ngìn thùng ngìn hó，kúi thùng kúi hó,ngin2 thung2 ngin2 ho3，kui3 thung2 kui3 ho3,,意謂怎樣的人就交怎樣的朋友。指具有相同特性或嗜好的物或人聚集在一起。喻物以類聚。　,例：這兜愛講閒話、管閒事个婦人家，就係好在該共下鬥鬧熱，正經係人同人好，鬼同鬼好。(（這些愛說閒話、管閒事的婦人家，就是喜歡在一起湊熱鬧，真是物以類聚。）), , ,hk0000009579-1-6　
南四縣腔,11801,人死留名，虎死留皮,諺, ,ngin11 xi31 liu11 miang11，fu31 xi31 liu11 pi11,nginˇ xiˋ liuˇ miangˇ，fuˋ xiˋ liuˇ piˇ,ngìn sí liù miàng，fú sí liù phì,ngin2 si3 liu2 miang2，fu3 si3 liu2 phi2,,人死後也要留下美名，就像虎死後留下美麗的皮毛般。鼓勵人要努力，死後才能留美名於後世而不朽。　,例：孔子開創儒學，提倡平民教育，過身了後，分人尊稱為「至聖先師」，做得講係人死留名，虎死留皮。(（孔子開創儒學，提倡平民教育，死後被人尊稱為「至聖先師」，可說是人死留名，虎死留皮。）), , ,hk0000009580-1-6　
南四縣腔,11802,人心不同，各如其面,諺, ,ngin11 xim24 bud2 tung11，gog2 i11 ki11 mien55,nginˇ ximˊ budˋ tungˇ，gogˋ iˇ kiˇ mien,ngìn sîm put thùng，kok yì khì mien,ngin2 sim1 put6 thung2，kok6 yi2 khi2 mien4,,每人的思想感情各不相同，正如人的面貌亦各有分別。比喻人心各異。　,例：世界人恁多，可是當少有相同个想法，正實係人心不同，各如其面。(（世界上人那麼多，但是很少有相同的想法，真的是人心不同，各如其面。）), , ,　
南四縣腔,11803,人在人情在，人亡人情亡,諺, ,ngin11 cai55 ngin11 qin11 cai55，ngin11 mong11 ngin11 qin11 mong11,nginˇ cai nginˇ qinˇ cai，nginˇ mongˇ nginˇ qinˇ mongˇ,ngìn chhai ngìn chhìn chhai，ngìn mòng ngìn chhìn mòng,ngin2 chhai4 ngin2 chhin2 chhai4，ngin2 mong2 ngin2 chhin2 mong2,,人活著的時候，才有人情往來，人死了人情就隨之滅亡。比喻世態炎涼，人情冷暖。　,例：在功利社會下，人情比紙薄，人在人情在，人亡人情亡，求人還毋比求自家。(（在功利社會下，人情如紙薄，人在人情在，人亡人情亡，求人還不如求己。）), , ,hk0000009582-1-6　
南四縣腔,11804,人多好耕田，人少好過年,諺, ,ngin11 do24 ho31 gang24 tien11，ngin11 seu31 ho31 go55 ngian11,nginˇ doˊ hoˋ gangˊ tienˇ，nginˇ seuˋ hoˋ go ngianˇ,ngìn tô hó kâng thièn，ngìn séu hó ko ngiàn,ngin2 to1 ho3 kang1 thien2，ngin2 seu3 ho3 ko4 ngian2,,耕田愛靠人力，人越多越好耕田；過年是享受，人越少，每個人可獲得越多的享受。工作，越多人越好；享受，越少人越好。　,例：三日个事，分你這兜後生仔一日就做忒了，正係人多好耕田，人少好過年。(（三天的工作，被你們這些年輕人一天就做完了，真的是人多好耕田，人少好過年。）), , ,hk0000009583-1-6　
南四縣腔,11805,人多好辦事，水大好行船,諺, ,ngin11 do24 ho31 pan55 sii55，sui31 tai55 ho31 hang11 son11,nginˇ doˊ hoˋ pan sii，suiˋ tai hoˋ hangˇ sonˇ,ngìn tô hó phan sṳ，súi thai hó hàng sòn,ngin2 to1 ho3 phan4 sii4，sui3 thai4 ho3 hang2 son2,,人多較方便辦事情，水多較方便使船行走。　,例：人多好辦事，水大好行船；希望做事个時節較多人兜仔，行船个時節大水兜仔，恁樣就輕鬆了。(（人多好辦事，水大好行船；希望做事的時候人多一些，行船的時候水大一些，這樣就方便多了。）), , ,hk0000009584-1-6　
南四縣腔,11806,人敬有錢人，狗敬屙屎人,諺, ,ngin11 gin55 iu24 qien11 ngin11，gieu31 gin55 o24 sii31 ngin11,nginˇ gin iuˊ qienˇ nginˇ，gieuˋ gin oˊ siiˋ nginˇ,ngìn kin yû chhièn ngìn，kiéu kin ô sṳ́ ngìn,ngin2 kin4 yu1 chhien2 ngin2，kieu3 kin4 o1 sii3 ngin2,,（貶）用以諷刺喜歡巴結、逢迎有錢人的勢利眼。　,例：佢盡會巴結有錢有勢个人，對窮人就看毋起，人講「人敬有錢人，狗敬屙屎人。」一點就毋會差。(（她很會巴結有錢有勢的人，對窮人看不起，常人說「逢迎拍馬的勢利鬼。」一點也沒錯。）),人敬有錢儕，狗跈屙屎儕, ,hk0000009585-1-6　
南四縣腔,11807,人勤地獻寶，人懶地生草,諺, ,ngin11 kiun11 ti55 hian55 bo31，ngin11 lan24 ti55 sang24 co31,nginˇ kiunˇ ti hian boˋ，nginˇ lanˊ ti sangˊ coˋ,ngìn khiùn thi hian pó，ngìn lân thi sâng chhó,ngin2 khiun2 thi4 hian4 po3，ngin2 lan1 thi4 sang1 chho3,,人只要肯勤勞就可得到土地所賜予的寶貝；懶惰則使田園長雜草，得不到任何的收穫。喻天下沒有白吃的午餐。　,例：人勤地獻寶，人懶地獻草，想愛有得，就定著愛煞猛付出。(（天下沒有白吃的午餐，想要有所得，就一定要努力付出。）), , ,hk0000009586-1-6　
南四縣腔,11808,人無千日好，花無百日紅,諺, ,ngin11 mo11 qien24 ngid2 ho31，fa24 mo11 bag2 ngid2 fung11,nginˇ moˇ qienˊ ngidˋ hoˋ，faˊ moˇ bagˋ ngidˋ fungˇ,ngìn mò chhiên ngit hó，fâ mò pak ngit fùng,ngin2 mo2 chhien1 ngit6 ho3，fa1 mo2 pak6 ngit6 fung2,,人無法日日春風得意，花也不能天天豔紅美麗。喻人世變化無常，不可能永遠處於順境，勸人得勢時不要驕傲的意思。　,例：月光毋會永遠圓滿，就像「人無千日好，花無百日紅」，堵著毋順意个事就愛更加珍惜生命，正做得開創光明个人生。(（月亮不會永遠圓滿，就像「人無千日好，花無百日紅」，遇到不如意的事，就要更加珍惜生命，才能開創光明的人生。）), , ,hk0000009587-1-6　
南四縣腔,11809,人愛人打落，火愛人燒著,諺, ,ngin11 oi55 ngin11 da31 log5，fo31 oi55 ngin11 seu24 cog5,nginˇ oi nginˇ daˋ log，foˋ oi nginˇ seuˊ cog,ngìn oi ngìn tá lo̍k，fó oi ngìn sêu chho̍k,ngin2 oi4 ngin2 ta3 lok5，fo3 oi4 ngin2 seu1 chhok5,,人要受到刺激才會打拚，就像火要人點才能燃燒般。喻人需要激勵，才會奮發；也勸人要有志氣，千萬不要因為被取笑而退縮。　,例：佢頭擺當窮苦，分人看毋起，後來認真打拼，這下成了大公司个頭家，正經係「人愛人打落，火愛人燒著」。(（他以前很窮，被人看不起，後來認真努力打拚，現在成了大公司的老闆，真是「人要人奚落，火要人點著」。）), , ,hk0000009588-1-6　
